160, 20, -4.004000
161, 20, -4.004000
162, 20, -4.004000
163, 20, -4.004000
164, 20, -3.004000
165, 20, 0.000000
166, 20, -3.002000
167, 20, -4.004000
168, 20, -4.004000
169, 20, -4.004000
170, 20, -4.004000
171, 20, -4.004000
172, 20, -4.004000
173, 20, -3.002000
174, 20, 0.000000
175, 20, -3.004000
160, 21, -4.004000
161, 21, -4.004000
162, 21, -4.004000
163, 21, -4.004000
164, 21, -3.004000
165, 21, -2.002000
166, 21, -3.002000
167, 21, -4.004000
168, 21, -4.004000
169, 21, -4.004000
170, 21, -4.004000
171, 21, -4.004000
172, 21, -4.004000
173, 21, -3.002000
174, 21, 0.000000
175, 21, -3.004000
160, 28, -4.004000
161, 28, -4.004000
162, 28, -4.004000
163, 28, -4.004000
164, 28, -3.004000
165, 28, 0.000000
166, 28, -3.002000
167, 28, -4.004000
168, 28, -4.004000
169, 28, -4.004000
170, 28, -4.004000
171, 28, -4.004000
172, 28, -4.004000
173, 28, -3.002000
174, 28, 0.000000
175, 28, -3.004000
160, 29, -4.004000
161, 29, -4.004000
162, 29, -4.004000
163, 29, -4.004000
164, 29, -3.002000
165, 29, 0.000000
166, 29, -3.004000
167, 29, -4.004000
168, 29, -4.004000
169, 29, -4.004000
170, 29, -4.004000
171, 29, -4.004000
172, 29, -4.004000
173, 29, -3.002000
174, 29, 0.000000
175, 29, -3.004000
160, 22, -4.004000
161, 22, -4.004000
162, 22, -4.004000
163, 22, -4.004000
164, 22, -3.004000
165, 22, 0.000000
166, 22, -3.002000
167, 22, -4.004000
168, 22, -4.004000
169, 22, -4.004000
170, 22, -4.004000
171, 22, -4.004000
172, 22, -4.004000
173, 22, -3.004000
174, 22, 0.000000
175, 22, -3.002000
160, 23, -4.004000
161, 23, -4.004000
162, 23, -4.004000
163, 23, -4.004000
164, 23, -3.002000
165, 23, 0.000000
166, 23, -3.004000
167, 23, -4.004000
168, 23, -4.004000
169, 23, -4.004000
170, 23, -4.004000
171, 23, -4.004000
172, 23, -4.004000
173, 23, -3.004000
174, 23, 0.000000
175, 23, -3.002000
112, 6, -1.000000
113, 6, -2.002000
114, 6, 0.000000
115, 6, 1.002000
116, 6, -3.002000
117, 6, -4.004000
118, 6, -4.004000
119, 6, -4.004000
120, 6, -4.004000
121, 6, -4.004000
122, 6, -4.004000
123, 6, -4.004000
124, 6, -3.002000
125, 6, 0.000000
126, 6, -3.004000
127, 6, -4.004000
112, 7, -1.000000
113, 7, 0.000000
114, 7, 0.000000
115, 7, -1.000000
116, 7, -3.002000
117, 7, -4.004000
118, 7, -4.004000
119, 7, -4.004000
120, 7, -4.004000
121, 7, -4.004000
122, 7, -4.004000
123, 7, -4.004000
124, 7, -3.002000
125, 7, 0.000000
126, 7, -3.004000
127, 7, -4.004000
192, 10, -4.004000
193, 10, -4.004000
194, 10, -4.004000
195, 10, -4.004000
196, 10, -4.004000
197, 10, -4.004000
198, 10, -4.004000
199, 10, -4.004000
200, 10, -4.004000
201, 10, -4.004000
202, 10, -4.004000
203, 10, -4.004000
204, 10, -4.004000
205, 10, -4.004000
206, 10, -4.004000
207, 10, -4.004000
192, 11, -4.004000
193, 11, -4.004000
194, 11, -4.004000
195, 11, -4.004000
196, 11, -4.004000
197, 11, -4.004000
198, 11, -4.004000
199, 11, -4.004000
200, 11, -4.004000
201, 11, -4.004000
202, 11, -4.004000
203, 11, -4.004000
204, 11, -4.004000
205, 11, -4.004000
206, 11, -4.004000
207, 11, -4.004000
80, 26, -4.004000
81, 26, -4.004000
82, 26, -4.004000
83, 26, -4.004000
84, 26, -4.004000
85, 26, -4.004000
86, 26, -4.004000
87, 26, -4.004000
88, 26, -4.004000
89, 26, -4.004000
90, 26, -4.004000
91, 26, -4.004000
92, 26, -4.004000
93, 26, -4.004000
94, 26, -4.004000
95, 26, -4.004000
80, 27, -4.004000
81, 27, -4.004000
82, 27, -4.004000
83, 27, -4.004000
84, 27, -4.004000
85, 27, -4.004000
86, 27, -4.004000
87, 27, -4.004000
88, 27, -4.004000
89, 27, -4.004000
90, 27, -4.004000
91, 27, -4.004000
92, 27, -4.004000
93, 27, -4.004000
94, 27, -4.004000
95, 27, -4.004000
112, 14, -1.002000
113, 14, 0.000000
114, 14, 0.000000
115, 14, 1.002000
116, 14, -3.002000
117, 14, -4.004000
118, 14, -4.004000
119, 14, -4.004000
120, 14, -4.004000
121, 14, -4.004000
122, 14, -4.004000
123, 14, -4.004000
124, 14, -3.002000
125, 14, 0.000000
126, 14, -3.004000
